Name	Set	Set #	Imagefile	Side	Culture	Type	Twilight	Strength	Vitality	Resistance	Signet/Site#	Unique	Rarity	Card#	Notes	Lore	Text
Isengard Mechanics	Ents of Fangorn	6	LOTR06068	Shadow	Isengard	Minion - Orc	6	11	4		4		R	68			Regroup: Discard an [ISENGARD] Orc to make the Free Peoples player wound a companion (or 2 companions if you spot 6 companions). Regroup: If this minion is stacked on an [ISENGARD] card, spot an [ISENGARD] Orc and discard this minion to add (3).
Isengard Plodder	Ents of Fangorn	6	LOTR06069	Shadow	Isengard	Minion - Orc	3	7	3		4		C	69		Saruman dispatched his trusted Orcs to aid in the sack of Rohan.	Regroup: Discard an [ISENGARD] Orc to make the Free Peoples player wound a companion.
Isengard Tender	Ents of Fangorn	6	LOTR06070	Shadow	Isengard	Minion - Orc	1	5	2		4		U	70		Unfortunate Orcs assisted in Saruman's foul wizardry.	Regroup: If stacked on an [ISENGARD] card, discard this card and remove (2) to exhaust a companion.
Isengard Tinker	Ents of Fangorn	6	LOTR06071	Shadow	Isengard	Minion - Orc	1	5	2		4		C	71		'I wonder if his fame was... due to his cleverness in settling at Isengard.'	Regroup: Discard an [ISENGARD] Orc to make the Free Peoples player wound a companion.
Rohirrim Traitor	Ents of Fangorn	6	LOTR06072	Shadow	Isengard	Minion - Man	2	6	2		3		C	72		'Once it was a man, and did you service in its fashion.'	While you can spot a companion bearing an [ISENGARD] condition, this minion is strength +2.
Scaffolding	Ents of Fangorn	6	LOTR06073	Shadow	Isengard	Possession	1						U	73		Towers marked the inner ring, implements of industry.	Plays to your support area. Each time a regroup action discards an [ISENGARD] Orc, you may stack that Orc on this card. Response: If an [ISENGARD] Orc is about to take a wound, discard 2 cards stacked here to prevent that wound.
Sharku, Vile Marauder	Ents of Fangorn	6	LOTR06074	Shadow	Isengard	Minion - Orc	2	7	2		4	U	R	74		'Send out your warg-riders.'	Warg-rider. While Sharku is not exhausted, he is fierce. Regroup: Exert Sharku to add (1).
Twisted Tales	Ents of Fangorn	6	LOTR06075	Shadow	Isengard	Condition	2						U	75		'Too long have you sat in the shadows....'	Plays to your support area. Each time a companion or ally loses a skirmish involving a [ISENGARD] Man, you may spot a possession to stack that possession here.
The Balrog, Terror of Flame and Shadow	Ents of Fangorn	6	LOTR06076	Shadow	Moria	Minion - Balrog	14	17	5		4	U	R	76		'...he burst into new flame.'	Damage +2. The twilight cost of The Balrog is -3 if you can spot a [MORIA] minion. The Balrog cannot be assigned to skirmish companions or allies of strength less than 6.
Durin's Tower	Ents of Fangorn	6	LOTR06077	Shadow	Moria	Condition	0					U	R	77		'...carved in the living rock of Zirakzigil, the pinnacle of the Silvertine.'	Plays to your support area. At sites 2T and 3T, The Balrog's twilight cost is -3. Skirmish: Discard this condition to make a unique [MORIA] minion strength +3.
Easterling Army	Ents of Fangorn	6	LOTR06078	Shadow	Raider	Minion - Man	6	13	3		4		R	78			Easterling. Fierce. Skirmish: Spot 2 burdens and exert this minion to make an Easterling strength +1. Skirmish: Spot 4 burdens and exert this minion to make an Easterling strength +2. Skirmish: Spot 6 burdens and exert this minion to make an Easterling strength +3.
Easterling Polearm	Ents of Fangorn	6	LOTR06079	Shadow	Raider	Possession - Hand Weapon	0	2					U	79		'...and the tips of their spears....'	Bearer must be an Easterling. While you can spot 2 burdens, bearer cannot take wounds. While you can spot 5 burdens, bearer is damage +1.
Southron Archer Legion	Ents of Fangorn	6	LOTR06080	Shadow	Raider	Minion - Man	8	13	4		4		R	80		'But I've heard tales of the big folk down away in the Sunlands.'	Southron. Archer. Archery: Remove (3) to add 1 to the minion archery total for each companion over 4 (limit +4).
Southron Invaders	Ents of Fangorn	6	LOTR06081	Shadow	Raider	Minion - Man	5	10	3		4		C	81		'So when you said `Men out of the South, all in red and gold,` I said `were there any oliphaunts?` For if there was, I was going to take a look....'	Southron. Ambush (1). When you play this minion, you may spot another Southron to play a minion with ambush from your discard pile.
Trample	Ents of Fangorn	6	LOTR06082	Shadow	Raider	Event	0						R	82		'...I stomp round and round, / Never lie on the ground, / Not even to die. / Oliphaunt am I....'	Maneuver: Spot a mounted [RAIDER] Man to discard a companion (except the Ring-bearer). The Free Peoples player may add (4) to prevent this.
Fell Beast	Ents of Fangorn	6	LOTR06083	Shadow	Wraith	Possession - Mount	0	2					U	83		'And these winged creatures that they ride on now, they can probably see more than any other creature. They are like great carrion birds.'	To play, discard 2 cards from hand. Bearer must be a Nazgul. Bearer is fierce.
Spied From Above	Ents of Fangorn	6	LOTR06084	Shadow	Wraith	Condition	1						U	84		It leaped into all of their minds that the Black Wings had spied them and had sent armed soldiers to seize them....	Plays to your support area. Regroup: Exert a Nazgul twice to play a [WRAITH] or [SAURON] minion. That minion's twilight cost is -8 and it comes into play exhausted.
Sword of Dol Guldur	Ents of Fangorn	6	LOTR06085	Shadow	Wraith	Possession - Hand Weapon	2	2				U	R	85	Game text is a clarification. 	The weapons of the Nine are wrought with sorcery.	Bearer must be a Nazgul. While bearer is Ulaire Toldea, each time he wins a skirmish the Free Peoples player must discard a Free Peoples possession or a Free Peoples condition.
Ulaire Lemenya, Winged Hunter	Ents of Fangorn	6	LOTR06086	Shadow	Wraith	Minion - Nazgul	4	9	2		3	U	U	86		...the helpless horror that had come with the cry in the wind and the shadow on the moon....	Regroup: Exert Ulaire Lemenya and discard 3 cards from hand to return a companion (except the Ring-bearer) to owner's hand.
Ulaire Nertea, Winged Hunter	Ents of Fangorn	6	LOTR06087	Shadow	Wraith	Minion - Nazgul	4	9	2		3	U	U	87		A vast winged shape passed over the moon like a black cloud... The stars fainted before it....	When you play Ulaire Nertea, spot another Nazgul to make the Free Peoples player exert a Ring-bound companion for each Free Peoples culture you can spot over 2.
Ulaire Toldea, Winged Sentry	Ents of Fangorn	6	LOTR06088	Shadow	Wraith	Minion - Nazgul	6	12	3		3	U	R	88		'They are calling for it. Calling for the precious.'	Fierce. Each time Ulaire Toldea wins a skirmish, the Free Peoples player must exert a companion or add a burden.
Ulaire Toldea, Winged Sentry (T)	Ents of Fangorn	6	LOTR06088T	Shadow	Wraith	Minion - Nazgul	6	12	3		3	U	R	88T	Tengwar	'They are calling for it. Calling for the precious.'	Fierce. Each time Ulaire Toldea wins a skirmish, the Free Peoples player must exert a companion or add a burden. 
Winged and Ominous	Ents of Fangorn	6	LOTR06089	Shadow	Wraith	Condition	1						R	89		It scudded across the moon... outrunning the wind in its fell speed.	Plays to your support area. Regroup: Exert a Nazgul to place a [WRAITH] token on this card. Shadow: Remove 3 [WRAITH] tokens from here to add (2).
Banner of the Mark	Ents of Fangorn	6	LOTR06090	Free Peoples	Rohan	Possession - Hand Weapon	1						U	90		'Fell deeds awake. Now for wrath. Now for ruin, and the red dawn.'	Bearer must be a [ROHAN] companion. Each time bearer wins a skirmish, you may exert a minion. Response: If bearer wins a skirmish, discard this possession to liberate a site.
Blood Has Been Spilled	Ents of Fangorn	6	LOTR06091	Free Peoples	Rohan	Condition	1						U	91		They were hemming the Orcs in, preventing them from scattering, and driving them....	Plays to your support area. Skirmish: Discard a mount borne by a [ROHAN] Man to prevent that Man from being overwhelmed unless his or her strength is tripled.
Eomer, Rohirrim Captain	Ents of Fangorn	6	LOTR06092	Free Peoples	Rohan	Companion - Man	3	7	3	6	Gandalf	U	R	92		'G?thwin? for the Mark!'	Valiant. While you can spot a [ROHAN] Man, Eomer's twilight cost is -1. Skirmish: Discard 3 cards from hand to make a [ROHAN] Man strength +2 for each wound on each minion in his or her skirmish.
Ever the Hope of Men	Ents of Fangorn	6	LOTR06093	Free Peoples	Rohan	Event	0						U	93		'Would that day was here and we might ride down upon them like a storm out of the mountains!'	Regroup: Exert 2 mounted [ROHAN] Men to discard up to 2 wounded minions.
Hama, Doorward of Theoden	Ents of Fangorn	6	LOTR06094	Free Peoples	Rohan	Companion - Man	2	6	3	6		U	R	94		'Yet in doubt a man of worth will trust to his own wisdom. I believe you are friends and folk worthy of honour, who have no evil purpose.'	To play, spot a [ROHAN] Man. Skirmish: Exert Hama to discard a possession borne by a minion he is skirmishing.
Hrethel, Rider of Rohan	Ents of Fangorn	6	LOTR06095	Free Peoples	Rohan	Companion - Man	2	6	3	6		U	C	95		...gaining on the Orcs, gaining on them like a tide over the flats on folk straying in a quicksand.	To play, spot a [ROHAN] Man. Skirmish: Heal a minion skirmishing Hrethel to make Hrethel strength +3 (limit +3).
News From the Mark	Ents of Fangorn	6	LOTR06096	Free Peoples	Rohan	Event	2						R	96		'We are friends of Rohan, and of Th?oden, your king.'	Fellowship: Spot 3 mounted [ROHAN] Men to make the move limit for this turn +2. Each Shadow player may draw 6 cards.
We Left None Alive	Ents of Fangorn	6	LOTR06097	Free Peoples	Rohan	Condition	2					U	C	97			Plays to your support area. When you play this condition, you may spot a [ROHAN] Man to place 2 [ROHAN] tokens here. Skirmish: Discard this condition or remove a [ROHAN] token from here to make a [ROHAN] Man skirmishing an exhausted minion strength +2.
Banner of the Eye	Ents of Fangorn	6	LOTR06098	Shadow	Sauron	Possession - Hand Weapon	0	1					C	98		Stony-faced they were, with dark window- holes staring north and east and west, and each window was full of sleepless eyes.	Bearer must be an [SAURON] Orc. Each time bearer wins a skirmish, you may add (1) for each site you control.
Corpse Lights	Ents of Fangorn	6	LOTR06099	Shadow	Sauron	Minion - Wraith	3	7	2		4		C	99		'I tried once; but you cannot reach them. Only shapes to see, perhaps, not to touch.'	Twilight. Skirmish: Exert this minion to make a [SAURON] or twilight minion strength +1 for each twilight minion you can spot.
Dead Ones	Ents of Fangorn	6	LOTR06100	Shadow	Sauron	Minion - Wraith	1	5	1		4		C	100		'The Dead can't really be there! Is it some devilry hatched in the Dark Land?'	Twilight. Damage +1. To play this minion, remove a burden or spot a twilight minion.
Gate Picket	Ents of Fangorn	6	LOTR06101	Shadow	Sauron	Minion - Orc	4	11	3		6	U	R	101		Now the watch-towers, which had fallen into decay, were repaired, and filled with arms, and garrisoned with ceaseless vigilance.	Maneuver: Exert this minion twice to make the Free Peoples player name 3 cultures. Wound each companion and ally not of a named culture.
Gate Sentry	Ents of Fangorn	6	LOTR06102	Shadow	Sauron	Minion - Orc	3	9	3		6		C	102		In it there was a single gate of iron, and upon its battlement sentinels paced unceasingly.	Maneuver: Exert this minion twice and spot another [SAURON] minion to discard a condition.
Gate Troll	Ents of Fangorn	6	LOTR06103	Shadow	Sauron	Minion - Troll	8	13	4		6	U	R	103		This was Cirith Gorgor, the Haunted Pass, the entrance to the land of the Enemy.	Fierce. While you can spot a Troll, Gate Troll's twilight cost is -4. For each other [SAURON] minion you can spot, this minion is strength +1.
Orc Insurgent	Ents of Fangorn	6	LOTR06104	Shadow	Sauron	Minion - Orc	4	11	3		6	U	U	104		'You've spoken more than enough, Ugl?k,' sneered the evil voice. 'I wonder how they would like it in Lugb?rz.'	Shadow: Exert this minion to draw X cards and add (X), where X is the number of Free Peoples cultures you spot over 2.
Peril	Ents of Fangorn	6	LOTR06105	Shadow	Sauron	Condition	1						U	105		'A winged Nazg?l awaits us northward on the east-bank.'	Plays to your support area. Regroup: Exert a [SAURON] Orc to play a Nazgul or [SAURON] minion. Its twilight cost is -4 and it comes into play exhausted.
Troll of Udun	Ents of Fangorn	6	LOTR06106	Shadow	Sauron	Minion - Troll	10	14	5		6		R	106		'...Trolls are only counterfeits, made by the Enemy in the Great Darkness, in mockery of Ents....'	Fierce. While you can spot a Troll, this minion's twilight cost is -4. Skirmish: Discard a [SAURON] card from hand to make this minion strength +1.
Troll's Chain	Ents of Fangorn	6	LOTR06107	Shadow	Sauron	Possession - Hand Weapon	1	2					U	107		Trolls they were, but filled with the evil will of their master.	Bearer must be a [SAURON] Troll. When you play this possession, you may draw a card.
Wisp of Pale Sheen	Ents of Fangorn	6	LOTR06108	Shadow	Sauron	Minion - Wraith	3	8	2		4		C	108		'They do not see what lies ahead / When Sun has failed and Moon is dead.'	Twilight. Regroup: Spot another [SAURON] or twilight minion and discard this minion to add a burden.
Held	Ents of Fangorn	6	LOTR06109	Free Peoples	Shire	Condition	1						R	109	The `site 9` referred to on this card is any site 9 card from any block. 		Bearer must be Frodo. Each time Frodo is about to be killed by a wound, add a burden instead. When the fellowship moves to site 9, Frodo is corrupted. Regroup: If you can spot no minions, discard this condition.
It Burns Us	Ents of Fangorn	6	LOTR06110	Free Peoples	Shire	Event	1						U	110	This card counts both Free Peoples cultures and Shadow cultures when cards are revealed. 	'No more than you deserve.'	Regroup: Spot Sam and Smeagol (or Gollum) to choose an opponent who must reveal his or her hand. Wound a minion X times, where X is the number of different cultures revealed.
Kept Safe	Ents of Fangorn	6	LOTR06111	Free Peoples	Shire	Condition	2					U	C	111			Plays to your support area. When you play this condition, place 2 [SHIRE] tokens here. Response: If an unbound Hobbit is about to take a wound, discard this condition or remove a [SHIRE] token from here to prevent that wound.
Long Slow Wrath	Ents of Fangorn	6	LOTR06112	Free Peoples	Shire	Event	1						C	112		'The coming of the hobbits and the tidings that they brought have spilled it: it will soon be running like a flood....'	Skirmish: Exert an unbound Hobbit to make him strength +1 and damage +1 for each [GANDALF] companion you can spot.
Merry, Impatient Hobbit	Ents of Fangorn	6	LOTR06113	Free Peoples	Shire	Companion - Hobbit	1	3	4	6	Aragorn	U	R	113		'Don't talk to it Merry. Don't encourage it.'	Regroup: Discard Merry to heal a [GANDALF] companion.
Pippin, Hastiest of All	Ents of Fangorn	6	LOTR06114	Free Peoples	Shire	Companion - Hobbit	1	3	4	6	Aragorn	U	R	114		'By root and twig, but this is a strange business: up sprout a little folk that are not in the old lists....'	Regroup: Discard Pippin to choose a Shadow player who must wound one of his or her minions.
Rocks of Emyn Muil	Ents of Fangorn	6	LOTR06115	Site	Site	Site	0				1T		U	115			Fellowship: Play a companion with the Frodo signet to remove a burden. 
Westfold	Ents of Fangorn	6	LOTR06116	Site	Site	Site	0				1T		U	116			Fellowship: Exert Aragorn twice to play a companion with the Aragorn signet from your draw deck. 
Meduseld	Ents of Fangorn	6	LOTR06117	Site	Site	Site	0				3T		U	117			Sanctuary. Fellowship: Exert 3 companions with the Gandalf signet to play an unbound companion from your dead pile. 
